AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Central Coast,1,Major Cities of Australia,-33.312999,151.415571,2259.00,3,1,No,Hunter New England & Central Coast,The Entrance,No,4351 2827,Dobell,997,7,No,11,Wyong (A),Central Coast,July,January,Macquarie Park,No,4352 1116,No,Wyong,Qtr 3,Qtr 1,1,tuggerah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tuggerah Public School,Comprehensive,Kinder to Year 6,Not Selective,1 Pacific Hwy,511,Tuggerah,"",2017,1892
Central Coast,1,Major Cities of Australia,-33.381283,151.376296,2250.00,3,5,No,Hunter New England & Central Coast,The Entrance,No,4362 1621,Dobell,1037,4,No,8,Gosford (C),Central Coast,July,January,Macquarie Park,No,4362 1048,No,Gosford,Qtr 3,Qtr 1,1,lisarow-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lisarow Public School,Comprehensive,Kinder to Year 6,Not Selective,17 Macdonalds Road,306,Lisarow,"",2017,1928
Central Coast,1,Major Cities of Australia,-33.354916,151.368168,2258.00,3,1,No,Hunter New England & Central Coast,The Entrance,No,4362 2531,Dobell,1021,6,No,11,Wyong (A),Central Coast,July,January,Macquarie Park,No,4362 1033,No,Gosford,Qtr 3,Qtr 1,1,ourimbah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ourimbah Public School,Comprehensive,Kinder to Year 6,Not Selective,121 Pacific Hwy,446,Ourimbah,"",2017,1863
Central Coast,1,Major Cities of Australia,-33.395596,151.454054,2261.00,3,2,No,Hunter New England & Central Coast,The Entrance,No,4385 6805,Dobell,949,9,No,9,Wyong (A),Central Coast,July,March,Macquarie Park,No,4385 6802,No,Wyong,Qtr 3,Qtr 1,1,tumbiumbi-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Junior College,Year 7 to Year 10,Not Selective,Bellevue Rd,1057,Tumbi Umbi,"",2017,1997
Central Coast,1,Major Cities of Australia,-33.341698,151.424751,2261.00,3,2,No,Hunter New England & Central Coast,The Entrance,No,4388 5539,Dobell,969,8,No,5,Wyong (A),Central Coast,July,January,Macquarie Park,No,4388 1899,No,Wyong,Qtr 3,Qtr 1,1,berkeleyva-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Tuggerah Lakes Secondary College Berkeley Vale Campus,Junior College,Year 7 to Year 10,Not Selective,Berkeley Rd,758,Berkeley Vale,"",2017,1983
Central Coast,1,Major Cities of Australia,-33.350515,151.435888,2259.00,3,10,No,Hunter New England & Central Coast,The Entrance,No,4389 1178,Dobell,990,8,No,4,Wyong (A),Central Coast,July,January,Macquarie Park,No,4388 1796,No,Wyong,Qtr 3,Qtr 1,1,berkeleyva-p.school@det.nsw.edu.au,Co-Ed,Primary School,Berkeley Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Pindarri Ave,775,Berkeley Vale,"",2017,1915
Central Coast,1,Major Cities of Australia,-33.365221,151.456103,2261.00,3,5,No,Hunter New England & Central Coast,The Entrance,No,4389 2140,Dobell,958,12,No,8,Wyong (A),Central Coast,July,January,Macquarie Park,No,4388 1066,No,Wyong,Qtr 3,Qtr 1,1,killarneyv-p.school@det.nsw.edu.au,Co-Ed,Primary School,Killarney Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Hendricks Rd,420,Killarney Vale,"",2017,1969
Central Coast,1,Major Cities of Australia,-33.280982,151.448585,2259.00,3,18,No,Hunter New England & Central Coast,Wyong,No,4351 2381,Dobell,,19,No,0,Wyong (A),Central Coast,July,October,Macquarie Park,No,4353 2522,No,Wyong,Qtr 3,Qtr 4,1,hopetown-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Hopetown School,Comprehensive,Emotional disturbance,Not Selective,177 Pollock Ave,52,Wyong,"",2017,1999
Central Coast,1,Major Cities of Australia,-33.281328,151.417918,2259.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4351 2591,Dobell,951,10,No,6,Wyong (A),Central Coast,July,January,Macquarie Park,No,4353 1088,No,Wyong,Qtr 3,Qtr 1,1,wyong-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Wyong High School,Comprehensive,Year 7 to Year 12,Not Selective,53 Alison Road,745.4,Wyong,"",2017,1950
Central Coast,1,Major Cities of Australia,-33.28298,151.458936,2259.00,3,3,No,Hunter New England & Central Coast,Wyong,No,4351 2854,Dobell,955,8,No,12,Wyong (A),Central Coast,July,January,Macquarie Park,No,4353 1154,No,Wyong,Qtr 3,Qtr 1,1,tacoma-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tacoma Public School,Comprehensive,Kinder to Year 6,Not Selective,Hillcrest Ave,190,Tacoma,"",2017,1905
Central Coast,1,Major Cities of Australia,-33.271886,151.426188,2259.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4351 2885,Dobell,942,19,No,16,Wyong (A),Central Coast,July,June,Macquarie Park,Yes,4352 2077,No,Wyong,Qtr 3,Qtr 2,1,wyong-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyong Public School,Comprehensive,Kinder to Year 6,Not Selective,Cutler Drive,474,Wyong,"",2017,1888
Central Coast,1,Major Cities of Australia,-33.267129,151.34807,2259.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4352 1585,Dobell,1047,np,No,9,Wyong (A),Central Coast,July,January,Macquarie Park,No,4352 1583,No,Wyong,Qtr 3,Qtr 1,1,wyongcreek-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyong Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,583 Yarramalong Road,65,Wyong Creek,"",2017,1883
Central Coast,1,Major Cities of Australia,-33.325978,151.43201,2259.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4389 1905,Dobell,981,7,No,9,Wyong (A),Central Coast,July,January,Macquarie Park,No,4388 2188,No,Wyong,Qtr 3,Qtr 1,1,chittaway-p.school@det.nsw.edu.au,Co-Ed,Primary School,Chittaway Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,Chittaway Rd,377,Chittaway Bay,"",2017,1982
Central Coast,1,Major Cities of Australia,-33.264769,151.467432,2259.00,3,28,No,Hunter New England & Central Coast,Wyong,No,4392 5046,Dobell,965,10,No,8,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 5000,No,Wyong,Qtr 3,Qtr 1,1,wadalba-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Wadalba Community School,Comprehensive,Kinder to Year 12,Not Selective,Orchid Way,1429.4,Wadalba,"",2017,2000
Central Coast,1,Major Cities of Australia,-33.242434,151.484133,2259.00,3,28,No,Hunter New England & Central Coast,Wyong,No,4392 7807,Dobell,999,8,No,7,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 7493,No,Wyong,Qtr 3,Qtr 1,1,woongarrah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Woongarrah Public School,Comprehensive,Kinder to Year 6,Not Selective,63-73 Mataram Rd,490,Woongarrah,"",2017,2005
Central Coast,1,Major Cities of Australia,-33.242182,151.508233,2263.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4393 1157,Dobell,937,17,No,8,Wyong (A),Central Coast,July,January,Macquarie Park,No,4393 7000,No,Wyong,Qtr 3,Qtr 1,1,gorokan-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Gorokan High School,Comprehensive,Year 7 to Year 12,Partially Selective,43 Goobarabah Avenue,961.2,Lake Haven,"",2017,1976
Central Coast,1,Major Cities of Australia,-33.262456,151.484884,2259.00,3,4,No,Hunter New England & Central Coast,Wyong,No,4393 1621,Dobell,960,12,No,5,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 3477,No,Wyong,Qtr 3,Qtr 1,1,kanwal-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kanwal Public School,Comprehensive,Kinder to Year 6,Not Selective,Craigie Ave,688,Kanwal,"",2017,1911
Central Coast,1,Major Cities of Australia,-33.251778,151.469227,2259.00,3,9,No,Hunter New England & Central Coast,Wyong,No,4393 1647,Dobell,963,11,No,9,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 1358,No,Wyong,Qtr 3,Qtr 1,1,warnervale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Warnervale Public School,Comprehensive,Kinder to Year 6,Not Selective,179-201 Warnervale Rd,479,Hamlyn Terrace,"",2017,1958
Central Coast,1,Major Cities of Australia,-33.279824,151.485605,2259.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4393 1650,Dobell,976,5,No,3,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 1542,No,Wyong,Qtr 3,Qtr 1,1,tuggerawon-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tuggerawong Public School,Comprehensive,Kinder to Year 6,Not Selective,Cadonia Rd,241,Tuggerawong,"",2017,1957
Central Coast,1,Major Cities of Australia,-33.252454,151.510205,2263.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4393 1698,Dobell,917,19,No,8,Wyong (A),Central Coast,July,January,Macquarie Park,No,4392 4642,No,Wyong,Qtr 3,Qtr 1,1,gorokan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gorokan Public School,Comprehensive,Kinder to Year 6,Not Selective,Dudley St,577,Gorokan,"",2017,1980
Central Coast,1,Major Cities of Australia,-33.267795,151.550307,2263.00,3,1,No,Hunter New England & Central Coast,Wyong,No,4397 1586,Dobell,912,14,No,4,Wyong (A),Central Coast,July,September,Macquarie Park,No,4396 4275,Yes,Wyong,Qtr 3,Qtr 3,1,toukley-p.school@det.nsw.edu.au,Co-Ed,Primary School,Toukley Public School,Comprehensive,Kinder to Year 6,Not Selective,Main Rd,518,Toukley,"",2017,1891
Central Coast,1,Major Cities of Australia,-33.212499,151.502826,2262.00,3,27,No,Hunter New England & Central Coast,Wyong,No,4399 0184,Dobell,924,14,No,5,Wyong (A),Central Coast,July,January,Macquarie Park,No,4399 0167,No,Wyong,Qtr 3,Qtr 1,1,bluehaven-p.school@det.nsw.edu.au,Co-Ed,Primary School,Blue Haven Public School,Comprehensive,Kinder to Year 6,Not Selective,37 Colorado Drive,539,Blue Haven,"",2017,1999
Dharawal,1,Inner Regional Australia,-34.229782,150.686362,2571.00,3,28,No,South Western Sydney,Wollondilly,No,02 46308029,Hume,1033,3,No,10,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,02 46308006,No,Wollondilly,Qtr 3,Qtr 1,1,wilton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wilton Public School,Comprehensive,Kinder to Year 6,Not Selective,11 Greenbridge Drive,334,Wilton,"",2017,2011
Dharawal,1,Inner Regional Australia,-34.292889,150.58274,2574.00,3,1,No,South Western Sydney,Wollondilly,No,02 4684 3781,Hume,979,7,No,10,Wollondilly (A),South Western Sydney,July,May,Ultimo,No,4684 1396,No,Wollondilly,Qtr 3,Qtr 2,1,bargo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bargo Public School,Comprehensive,Kinder to Year 6,Not Selective,Southern Rd,359,Bargo,"",2017,1869
Dharawal,1,Inner Regional Australia,-34.198417,150.78766,2560.00,3,1,No,South Western Sydney,Wollondilly,No,4631 1486,Hume,991,8,No,6,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4631 1220,No,Wollondilly,Qtr 3,Qtr 1,1,appin-p.school@det.nsw.edu.au,Co-Ed,Primary School,Appin Public School,Comprehensive,Kinder to Year 6,Not Selective,97 Appin Road,271,Appin,"",2017,1868
Dharawal,1,Inner Regional Australia,-34.179484,150.713038,2569.00,3,1,No,South Western Sydney,Wollondilly,No,4632 7440,Hume,953,7,No,7,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4632 7261,No,Wollondilly,Qtr 3,Qtr 1,1,douglaspk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Douglas Park Public School,Comprehensive,Kinder to Year 6,Not Selective,111 Camden Rd,153,Douglas Park,"",2017,1883
Dharawal,1,Inner Regional Australia,-34.120004,150.709685,2568.00,3,28,No,South Western Sydney,Wollondilly,No,4636 6342,Hume,,"",No,"",Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4636 6313,No,Macarthur,Qtr 3,Qtr 1,1,camdenpk-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Camden Park Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Finns Rd & Remembrance Drive,,Menangle,"",2017,2000
Dharawal,1,Inner Regional Australia,-34.07177,150.63643,2570.00,3,1,No,South Western Sydney,Wollondilly,No,4654 5485,Hume,957,np,No,0,Wollondilly (A),South Western Sydney,July,February,Ultimo,No,4654 5266,No,Wollondilly,Qtr 3,Qtr 1,1,mthunter-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mount Hunter Public School,Comprehensive,Kinder to Year 6,Not Selective,165 Burragorang Rd,41,Camden,"",2017,1859
Dharawal,1,Inner Regional Australia,-34.078385,150.571724,2570.00,3,1,No,South Western Sydney,Wollondilly,No,4657 1704,Hume,997,4,No,6,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4657 1185,No,Wollondilly,Qtr 3,Qtr 1,1,theoaks-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Oaks Public School,Comprehensive,Kinder to Year 6,Not Selective,Burragorang St,307,The Oaks,"",2017,1862
Dharawal,1,Inner Regional Australia,-34.078907,150.508197,2570.00,3,1,No,South Western Sydney,Wollondilly,No,4659 6400,Hume,944,14,No,4,Wollondilly (A),South Western Sydney,July,May,Ultimo,No,4659 6251,No,Wollondilly,Qtr 3,Qtr 2,1,oakdale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oakdale Public School,Comprehensive,Kinder to Year 6,Not Selective,Burragorang Rd,168,Oakdale,"",2017,1871
Dharawal,1,Inner Regional Australia,-34.194467,150.608418,2571.00,3,1,No,South Western Sydney,Wollondilly,No,4677 1559,Hume,955,7,No,6,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4677 1242,No,Macarthur,Qtr 3,Qtr 1,1,picton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Picton High School,Comprehensive,Year 7 to Year 12,Not Selective,480 Argyle St,1132.4,Picton,"",2017,1958
Dharawal,1,Inner Regional Australia,-34.17624,150.609346,2571.00,3,1,No,South Western Sydney,Wollondilly,No,4677 2103,Hume,1005,4,No,5,Wollondilly (A),South Western Sydney,July,February,Ultimo,No,4677 1497,No,Wollondilly,Qtr 3,Qtr 1,1,picton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Picton Public School,Comprehensive,Kinder to Year 6,Not Selective,Lumsdaine St,413,Picton,"",2017,1868
Dharawal,1,Inner Regional Australia,-34.134567,150.499162,2570.00,3,4,No,South Western Sydney,Wollondilly,No,4680 9486,Hume,,"",No,"",Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4680 9483,No,Wollondilly,Qtr 3,Qtr 1,1,wooglemai-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Wooglemai Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Sheehys Creek Rd,,Oakdale,"",2017,1973
Dharawal,1,Inner Regional Australia,-34.246971,150.544826,2571.00,3,1,No,South Western Sydney,Wollondilly,No,4681 0429,Hume,961,7,No,np,Wollondilly (A),South Western Sydney,July,April,Ultimo,No,4681 8229,No,Wollondilly,Qtr 3,Qtr 2,1,buxton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Buxton Public School,Comprehensive,Kinder to Year 6,Not Selective,Hassall Rd,164,Buxton,"",2017,1894
Dharawal,1,Inner Regional Australia,-34.204832,150.569311,2572.00,3,1,No,South Western Sydney,Wollondilly,No,4681 8727,Hume,973,4,No,6,Wollondilly (A),South Western Sydney,July,June,Ultimo,No,4681 8476,No,Wollondilly,Qtr 3,Qtr 2,1,thirlmere-p.school@det.nsw.edu.au,Co-Ed,Primary School,Thirlmere Public School,Comprehensive,Kinder to Year 6,Not Selective,Oaks Rd,385,Thirlmere,"",2017,1888
Dharawal,1,Inner Regional Australia,-34.227663,150.588951,2573.00,3,8,No,South Western Sydney,Wollondilly,No,4683 1067,Hume,930,13,No,12,Wollondilly (A),South Western Sydney,July,January,Ultimo,Yes,4681 8979,No,Wollondilly,Qtr 3,Qtr 1,1,tahmoor-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tahmoor Public School,Comprehensive,Kinder to Year 6,Not Selective,Bronzewing St,380,Tahmoor,"",2017,1916
Dharawal,1,Inner Regional Australia,-34.320475,150.571244,2574.00,3,1,No,South Western Sydney,Wollondilly,No,4684 2374,Hume,907,np,No,np,Wollondilly (A),South Western Sydney,July,January,Ultimo,No,4684 1377,No,Wollondilly,Qtr 3,Qtr 1,1,yanderra-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yanderra Public School,Comprehensive,Kinder to Year 6,Not Selective,16 Yanderra Rd,30,Yanderra,"",2017,1935
Dharawal,1,Major Cities of Australia,-34.069638,150.714957,2570.00,3,27,No,South Western Sydney,Camden,No,"",Hume,,np,No,16,Camden (A),South Western Sydney,July,January,Ultimo,No,02 4658 3057,No,Macarthur,Qtr 3,Qtr 1,1,springfarm-p.school@det.nsw.edu.au,Co-Ed,Primary School,Spring Farm Public School,Comprehensive,Kinder to Year 6,Not Selective,Barley Road,96,Spring Farm,"",2017,2016
Dharawal,1,Major Cities of Australia,-34.008656,150.7331999,2570.00,3,28,No,South Western Sydney,Camden,No,4632 4600,Macarthur,1014,5,No,48,Camden (A),South Western Sydney,July,January,Ultimo,No,4632 4651,No,Macarthur,Qtr 3,Qtr 1,1,oranpark-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oran Park Public School,Comprehensive,Kinder to Year 6,Not Selective,390 South Circuit,469,Oran Park,"",2017,2014
Dharawal,1,Major Cities of Australia,-34.042764,150.733769,2567.00,3,1,No,South Western Sydney,Camden,No,4647 1551,Hume,963,11,No,13,Camden (A),South Western Sydney,July,January,Ultimo,No,4646 1223,No,Macarthur,Qtr 3,Qtr 1,1,narellan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narellan Public School,Comprehensive,Kinder to Year 6,Not Selective,Camden Valley Way,338,Narellan,"",2017,1875
Dharawal,1,Major Cities of Australia,-34.057072,150.740091,2567.00,3,1,No,South Western Sydney,Camden,No,4647 1569,Hume,994,5,No,24,Camden (A),South Western Sydney,July,January,Ultimo,No,4646 1899,No,Macarthur,Qtr 3,Qtr 1,1,elizabeth-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Elizabeth Macarthur High School,Comprehensive,Year 7 to Year 12,Partially Selective,Waterworth Drive,1057.4,Narellan,"",2017,1988
Dharawal,1,Major Cities of Australia,-34.061714,150.760497,2567.00,3,27,No,South Western Sydney,Camden,No,4647 2382,Hume,1017,6,No,28,Camden (A),South Western Sydney,July,January,Ultimo,No,4647 2380,No,Macarthur,Qtr 3,Qtr 1,1,mountannan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mount Annan Public School,Comprehensive,Kinder to Year 6,Not Selective,Stenhouse Drive,668,Mount Annan,"",2017,1993
Dharawal,1,Major Cities of Australia,-34.056129,150.744718,2567.00,3,2,No,South Western Sydney,Camden,No,4647 4507,Hume,1004,4,No,17,Camden (A),South Western Sydney,July,March,Ultimo,No,4647 5291,No,Macarthur,Qtr 3,Qtr 1,1,narellanva-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narellan Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Waterworth Drive,841,Narellan Vale,"",2017,1997
Dharawal,1,Major Cities of Australia,-34.027145,150.738527,2567.00,3,28,No,South Western Sydney,Camden,No,4647 6617,Macarthur,1032,3,No,24,Camden (A),South Western Sydney,July,January,Ultimo,No,4647 7116,No,Macarthur,Qtr 3,Qtr 1,1,harringtnp-p.school@det.nsw.edu.au,Co-Ed,Primary School,Harrington Park Public School,Comprehensive,Kinder to Year 6,Not Selective,2 Sir Warwick Fairfax Drive,759,Harrington Park,"",2017,2002
Dharawal,1,Major Cities of Australia,-34.057371,150.760739,2567.00,3,29,No,South Western Sydney,Camden,No,4648 0042,Hume,982,5,No,29,Camden (A),South Western Sydney,July,January,Ultimo,No,4648 0111,No,Macarthur,Qtr 3,Qtr 1,1,mountannan-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Mount Annan High School,Comprehensive,Year 7 to Year 12,Not Selective,248 Welling Drive,679.6,Mount Annan,"",2017,2003
Dharawal,1,Major Cities of Australia,-34.04785,150.769197,2567.00,3,29,No,South Western Sydney,Camden,No,4648 5913,Macarthur,985,6,No,22,Camden (A),South Western Sydney,July,January,Ultimo,No,4648 5910,No,Macarthur,Qtr 3,Qtr 1,1,curranshil-p.school@det.nsw.edu.au,Co-Ed,Primary School,Currans Hill Public School,Comprehensive,Kinder to Year 6,Not Selective,Tramway Drive,580,Currans Hill,"",2017,2001
Dharawal,1,Major Cities of Australia,-34.0159,150.685938,2570.00,3,1,No,South Western Sydney,Camden,No,4651 2686,Hume,1028,6,No,18,Camden (A),South Western Sydney,July,July,Ultimo,No,4651 2262,No,Macarthur,Qtr 3,Qtr 3,1,cobbitty-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cobbitty Public School,Comprehensive,Kinder to Year 6,Not Selective,Cobbitty Rd,250,Cobbitty,"",2017,1882
Dharawal,1,Major Cities of Australia,-34.0768,150.6785,2570.00,3,1,No,South Western Sydney,Camden,No,4655 2438,Hume,989,5,No,9,Camden (A),South Western Sydney,July,January,Ultimo,No,4655 9191,No,Macarthur,Qtr 3,Qtr 1,1,camden-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Camden High School,Comprehensive,Year 7 to Year 12,Not Selective,300 Cawdor Rd,1053.6,Camden,"",2017,1961
Dharawal,1,Major Cities of Australia,-34.069741,150.69563,2570.00,3,1,No,South Western Sydney,Camden,No,4655 3267,Hume,1037,3,No,11,Camden (A),South Western Sydney,July,January,Ultimo,Yes,4655 2633,No,Macarthur,Qtr 3,Qtr 1,1,camdensth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Camden South Public School,Comprehensive,Kinder to Year 6,Not Selective,Hume Hwy,815,Camden,"",2017,1961
Dharawal,1,Major Cities of Australia,-34.051998,150.693236,2570.00,3,1,No,South Western Sydney,Camden,No,4655 3269,Hume,1027,4,No,7,Camden (A),South Western Sydney,July,October,Ultimo,No,4655 8049,No,Macarthur,Qtr 3,Qtr 4,1,camden-p.school@det.nsw.edu.au,Co-Ed,Primary School,Camden Public School,Comprehensive,Kinder to Year 6,Not Selective,John St,295,Camden,"",2017,1849
