AECGRegion,AgeID,ASGSRemoteness,Year,Quarter,Month,Day,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,Year,Quarter,Month,Day,ICSEA_Value,indigenous_pct,LateOpeningSchool,Average of Latitude,lbote_pct,lga,LocalHealthDistrict,OperationalDirectorate,Average of Longitude,OpportunityClass,Phone,Average of PostCode,preschool,PrincipalNetwork,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4362 1621,Dobell,1928,Qtr 1,January,5,1037,4,No,-33.381283,8,Gosford (C),Central Coast,Macquarie Park,151.376296,No,4362 1048,2250.00,No,Gosford,1,lisarow-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lisarow Public School,Comprehensive,Kinder to Year 6,Not Selective,17 MacDonalds Road,306,Lisarow,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4362 2531,Dobell,1863,Qtr 1,January,1,1021,6,No,-33.354916,11,Wyong (A),Central Coast,Macquarie Park,151.368168,No,4362 1033,2258.00,No,Gosford,1,ourimbah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ourimbah Public School,Comprehensive,Kinder to Year 6,Not Selective,121 Pacific Hwy,446,Ourimbah,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4385 6805,Dobell,1997,Qtr 1,March,2,949,9,No,-33.395596,9,Wyong (A),Central Coast,Macquarie Park,151.454054,No,4385 6802,2261.00,No,Wyong,1,tumbiumbi-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Junior College,Year 7 to Year 10,Not Selective,Bellevue Rd,1057,Tumbi Umbi,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4388 5539,Dobell,1983,Qtr 1,January,2,969,8,No,-33.341698,5,Wyong (A),Central Coast,Macquarie Park,151.424751,No,4388 1899,2261.00,No,Wyong,1,berkeleyva-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Tuggerah Lakes Secondary College Berkeley Vale Campus,Junior College,Year 7 to Year 10,Not Selective,Berkeley Rd,758,Berkeley Vale,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4389 1178,Dobell,1915,Qtr 1,January,10,990,8,No,-33.350515,4,Wyong (A),Central Coast,Macquarie Park,151.435888,No,4388 1796,2259.00,No,Wyong,1,berkeleyva-p.school@det.nsw.edu.au,Co-Ed,Primary School,Berkeley Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Pindarri Ave,775,Berkeley Vale,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,The Entrance,No,4389 2140,Dobell,1969,Qtr 1,January,5,958,12,No,-33.365221,8,Wyong (A),Central Coast,Macquarie Park,151.456103,No,4388 1066,2261.00,No,Wyong,1,killarneyv-p.school@det.nsw.edu.au,Co-Ed,Primary School,Killarney Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Hendricks Rd,420,Killarney Vale,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4351 2381,Dobell,1999,Qtr 4,October,18,,19,No,-33.280982,0,Wyong (A),Central Coast,Macquarie Park,151.448585,No,4353 2522,2259.00,No,Wyong,1,hopetown-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,HopeTown School,Comprehensive,Emotional disturbance,Not Selective,177 Pollock Ave,52,Wyong,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4351 2591,Dobell,1950,Qtr 1,January,1,951,10,No,-33.281328,6,Wyong (A),Central Coast,Macquarie Park,151.417918,No,4353 1088,2259.00,No,Wyong,1,wyong-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Wyong High School,Comprehensive,Year 7 to Year 12,Not Selective,53 Alison Road,745.4,Wyong,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4351 2854,Dobell,1905,Qtr 1,January,3,955,8,No,-33.28298,12,Wyong (A),Central Coast,Macquarie Park,151.458936,No,4353 1154,2259.00,No,Wyong,1,tacoma-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tacoma Public School,Comprehensive,Kinder to Year 6,Not Selective,Hillcrest Ave,190,Tacoma,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4351 2885,Dobell,1888,Qtr 2,June,1,942,19,No,-33.271886,16,Wyong (A),Central Coast,Macquarie Park,151.426188,Yes,4352 2077,2259.00,No,Wyong,1,wyong-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyong Public School,Comprehensive,Kinder to Year 6,Not Selective,Cutler Drive,474,Wyong,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4352 1585,Dobell,1883,Qtr 1,January,1,1047,np,No,-33.267129,9,Wyong (A),Central Coast,Macquarie Park,151.34807,No,4352 1583,2259.00,No,Wyong,1,wyongcreek-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyong Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,583 Yarramalong Road,65,Wyong Creek,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4389 1905,Dobell,1982,Qtr 1,January,1,981,7,No,-33.325978,9,Wyong (A),Central Coast,Macquarie Park,151.43201,No,4388 2188,2259.00,No,Wyong,1,chittaway-p.school@det.nsw.edu.au,Co-Ed,Primary School,Chittaway Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,Chittaway Rd,377,Chittaway Bay,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4392 5046,Dobell,2000,Qtr 1,January,28,965,10,No,-33.264769,8,Wyong (A),Central Coast,Macquarie Park,151.467432,No,4392 5000,2259.00,No,Wyong,1,wadalba-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Wadalba Community School,Comprehensive,Kinder to Year 12,Not Selective,Orchid Way,1429.4,Wadalba,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4392 7807,Dobell,2005,Qtr 1,January,28,999,8,No,-33.242434,7,Wyong (A),Central Coast,Macquarie Park,151.484133,No,4392 7493,2259.00,No,Wyong,1,woongarrah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Woongarrah Public School,Comprehensive,Kinder to Year 6,Not Selective,63-73 Mataram Rd,490,Woongarrah,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4393 1157,Dobell,1976,Qtr 1,January,1,937,17,No,-33.242182,8,Wyong (A),Central Coast,Macquarie Park,151.508233,No,4393 7000,2263.00,No,Wyong,1,gorokan-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Gorokan High School,Comprehensive,Year 7 to Year 12,Partially Selective,43 Goobarabah Avenue,961.2,Lake Haven,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4393 1621,Dobell,1911,Qtr 1,January,4,960,12,No,-33.262456,5,Wyong (A),Central Coast,Macquarie Park,151.484884,No,4392 3477,2259.00,No,Wyong,1,kanwal-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kanwal Public School,Comprehensive,Kinder to Year 6,Not Selective,Craigie Ave,688,Kanwal,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4393 1647,Dobell,1958,Qtr 1,January,9,963,11,No,-33.251778,9,Wyong (A),Central Coast,Macquarie Park,151.469227,No,4392 1358,2259.00,No,Wyong,1,warnervale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Warnervale Public School,Comprehensive,Kinder to Year 6,Not Selective,179-201 Warnervale Rd,479,Hamlyn Terrace,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4393 1650,Dobell,1957,Qtr 1,January,1,976,5,No,-33.279824,3,Wyong (A),Central Coast,Macquarie Park,151.485605,No,4392 1542,2259.00,No,Wyong,1,tuggerawon-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tuggerawong Public School,Comprehensive,Kinder to Year 6,Not Selective,Cadonia Rd,241,Tuggerawong,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4393 1698,Dobell,1980,Qtr 1,January,1,917,19,No,-33.252454,8,Wyong (A),Central Coast,Macquarie Park,151.510205,No,4392 4642,2263.00,No,Wyong,1,gorokan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gorokan Public School,Comprehensive,Kinder to Year 6,Not Selective,Dudley St,577,Gorokan,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4397 1586,Dobell,1891,Qtr 3,September,1,912,14,No,-33.267795,4,Wyong (A),Central Coast,Macquarie Park,151.550307,No,4396 4275,2263.00,Yes,Wyong,1,toukley-p.school@det.nsw.edu.au,Co-Ed,Primary School,Toukley Public School,Comprehensive,Kinder to Year 6,Not Selective,Main Rd,518,Toukley,
Central Coast,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Wyong,No,4399 0184,Dobell,1999,Qtr 1,January,27,924,14,No,-33.212499,5,Wyong (A),Central Coast,Macquarie Park,151.502826,No,4399 0167,2262.00,No,Wyong,1,bluehaven-p.school@det.nsw.edu.au,Co-Ed,Primary School,Blue Haven Public School,Comprehensive,Kinder to Year 6,Not Selective,37 Colorado Drive,539,Blue Haven,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,02 46308029,Hume,2011,Qtr 1,January,28,1033,3,No,-34.229782,10,Wollondilly (A),South Western Sydney,Ultimo,150.686362,No,02 46308006,2571.00,No,Wollondilly,1,wilton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wilton Public School,Comprehensive,Kinder to Year 6,Not Selective,11 Greenbridge Drive,334,Wilton,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,02 4684 3781,Hume,1869,Qtr 2,May,1,979,7,No,-34.292889,10,Wollondilly (A),South Western Sydney,Ultimo,150.58274,No,4684 1396,2574.00,No,Wollondilly,1,bargo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bargo Public School,Comprehensive,Kinder to Year 6,Not Selective,Southern Rd,359,Bargo,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4631 1486,Hume,1868,Qtr 1,January,1,991,8,No,-34.198417,6,Wollondilly (A),South Western Sydney,Ultimo,150.78766,No,4631 1220,2560.00,No,Wollondilly,1,appin-p.school@det.nsw.edu.au,Co-Ed,Primary School,Appin Public School,Comprehensive,Kinder to Year 6,Not Selective,97 Appin Road,271,Appin,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4632 7440,Hume,1883,Qtr 1,January,1,953,7,No,-34.179484,7,Wollondilly (A),South Western Sydney,Ultimo,150.713038,No,4632 7261,2569.00,No,Wollondilly,1,douglaspk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Douglas Park Public School,Comprehensive,Kinder to Year 6,Not Selective,111 Camden Rd,153,Douglas Park,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4636 6342,Hume,2000,Qtr 1,January,28,,,No,-34.120004,,Wollondilly (A),South Western Sydney,Ultimo,150.709685,No,4636 6313,2568.00,No,Macarthur,1,camdenpk-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Camden Park Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Finns Rd & Remembrance Drive,,Menangle,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4654 5485,Hume,1859,Qtr 1,February,1,957,np,No,-34.07177,0,Wollondilly (A),South Western Sydney,Ultimo,150.63643,No,4654 5266,2570.00,No,Wollondilly,1,mthunter-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mount Hunter Public School,Comprehensive,Kinder to Year 6,Not Selective,165 Burragorang Rd,41,Camden,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4657 1704,Hume,1862,Qtr 1,January,1,997,4,No,-34.078385,6,Wollondilly (A),South Western Sydney,Ultimo,150.571724,No,4657 1185,2570.00,No,Wollondilly,1,theoaks-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Oaks Public School,Comprehensive,Kinder to Year 6,Not Selective,Burragorang St,307,The Oaks,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4659 6400,Hume,1871,Qtr 2,May,1,944,14,No,-34.078907,4,Wollondilly (A),South Western Sydney,Ultimo,150.508197,No,4659 6251,2570.00,No,Wollondilly,1,oakdale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oakdale Public School,Comprehensive,Kinder to Year 6,Not Selective,Burragorang Rd,168,Oakdale,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4677 1559,Hume,1958,Qtr 1,January,1,955,7,No,-34.194467,6,Wollondilly (A),South Western Sydney,Ultimo,150.608418,No,4677 1242,2571.00,No,Macarthur,1,picton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Picton High School,Comprehensive,Year 7 to Year 12,Not Selective,480 Argyle St,1132.4,Picton,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4677 2103,Hume,1868,Qtr 1,February,1,1005,4,No,-34.17624,5,Wollondilly (A),South Western Sydney,Ultimo,150.609346,No,4677 1497,2571.00,No,Wollondilly,1,picton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Picton Public School,Comprehensive,Kinder to Year 6,Not Selective,Lumsdaine St,413,Picton,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4680 9486,Hume,1973,Qtr 1,January,4,,,No,-34.134567,,Wollondilly (A),South Western Sydney,Ultimo,150.499162,No,4680 9483,2570.00,No,Wollondilly,1,wooglemai-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Wooglemai Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Sheehys Creek Rd,,Oakdale,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4681 0429,Hume,1894,Qtr 2,April,1,961,7,No,-34.246971,np,Wollondilly (A),South Western Sydney,Ultimo,150.544826,No,4681 8229,2571.00,No,Wollondilly,1,buxton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Buxton Public School,Comprehensive,Kinder to Year 6,Not Selective,Hassall Rd,164,Buxton,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4681 8727,Hume,1888,Qtr 2,June,1,973,4,No,-34.204832,6,Wollondilly (A),South Western Sydney,Ultimo,150.569311,No,4681 8476,2572.00,No,Wollondilly,1,thirlmere-p.school@det.nsw.edu.au,Co-Ed,Primary School,Thirlmere Public School,Comprehensive,Kinder to Year 6,Not Selective,Oaks Rd,385,Thirlmere,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4683 1067,Hume,1916,Qtr 1,January,8,930,13,No,-34.227663,12,Wollondilly (A),South Western Sydney,Ultimo,150.588951,Yes,4681 8979,2573.00,No,Wollondilly,1,tahmoor-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tahmoor Public School,Comprehensive,Kinder to Year 6,Not Selective,Bronzewing St,380,Tahmoor,
Dharawal,1,Inner Regional Australia,2017,Qtr 3,July,3,No,South Western Sydney,Wollondilly,No,4684 2374,Hume,1935,Qtr 1,January,1,907,np,No,-34.320475,np,Wollondilly (A),South Western Sydney,Ultimo,150.571244,No,4684 1377,2574.00,No,Wollondilly,1,yanderra-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yanderra Public School,Comprehensive,Kinder to Year 6,Not Selective,16 Yanderra Rd,30,Yanderra,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,,Hume,2016,Qtr 1,January,27,,np,No,-34.069638,16,Camden (A),South Western Sydney,Ultimo,150.714957,No,02 4658 3057,2570.00,No,Macarthur,1,springfarm-p.school@det.nsw.edu.au,Co-Ed,Primary School,Spring Farm Public School,Comprehensive,Kinder to Year 6,Not Selective,Barley Road,96,Spring Farm,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4632 4600,Macarthur,2014,Qtr 1,January,28,1014,5,No,-34.008656,48,Camden (A),South Western Sydney,Ultimo,150.7331999,No,4632 4651,2570.00,No,Macarthur,1,oranpark-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oran Park Public School,Comprehensive,Kinder to Year 6,Not Selective,390 South Circuit,469,Oran Park,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4647 1551,Hume,1875,Qtr 1,January,1,963,11,No,-34.042764,13,Camden (A),South Western Sydney,Ultimo,150.733769,No,4646 1223,2567.00,No,Macarthur,1,narellan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narellan Public School,Comprehensive,Kinder to Year 6,Not Selective,Camden Valley Way,338,Narellan,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4647 1569,Hume,1988,Qtr 1,January,1,994,5,No,-34.057072,24,Camden (A),South Western Sydney,Ultimo,150.740091,No,4646 1899,2567.00,No,Macarthur,1,elizabeth-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Elizabeth Macarthur High School,Comprehensive,Year 7 to Year 12,Partially Selective,Waterworth Drive,1057.4,Narellan,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4647 2382,Hume,1993,Qtr 1,January,27,1017,6,No,-34.061714,28,Camden (A),South Western Sydney,Ultimo,150.760497,No,4647 2380,2567.00,No,Macarthur,1,mountannan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mount Annan Public School,Comprehensive,Kinder to Year 6,Not Selective,Stenhouse Drive,668,Mount Annan,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4647 4507,Hume,1997,Qtr 1,March,2,1004,4,No,-34.056129,17,Camden (A),South Western Sydney,Ultimo,150.744718,No,4647 5291,2567.00,No,Macarthur,1,narellanva-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narellan Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Waterworth Drive,841,Narellan Vale,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4647 6617,Macarthur,2002,Qtr 1,January,28,1032,3,No,-34.027145,24,Camden (A),South Western Sydney,Ultimo,150.738527,No,4647 7116,2567.00,No,Macarthur,1,harringtnp-p.school@det.nsw.edu.au,Co-Ed,Primary School,Harrington Park Public School,Comprehensive,Kinder to Year 6,Not Selective,2 Sir Warwick Fairfax Drive,759,Harrington Park,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4648 0042,Hume,2003,Qtr 1,January,29,982,5,No,-34.057371,29,Camden (A),South Western Sydney,Ultimo,150.760739,No,4648 0111,2567.00,No,Macarthur,1,mountannan-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Mount Annan High School,Comprehensive,Year 7 to Year 12,Not Selective,248 Welling Drive,679.6,Mount Annan,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4648 5913,Macarthur,2001,Qtr 1,January,29,985,6,No,-34.04785,22,Camden (A),South Western Sydney,Ultimo,150.769197,No,4648 5910,2567.00,No,Macarthur,1,curranshil-p.school@det.nsw.edu.au,Co-Ed,Primary School,Currans Hill Public School,Comprehensive,Kinder to Year 6,Not Selective,Tramway Drive,580,Currans Hill,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4651 2686,Hume,1882,Qtr 3,July,1,1028,6,No,-34.0159,18,Camden (A),South Western Sydney,Ultimo,150.685938,No,4651 2262,2570.00,No,Macarthur,1,cobbitty-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cobbitty Public School,Comprehensive,Kinder to Year 6,Not Selective,Cobbitty Rd,250,Cobbitty,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4655 2438,Hume,1961,Qtr 1,January,1,989,5,No,-34.0768,9,Camden (A),South Western Sydney,Ultimo,150.6785,No,4655 9191,2570.00,No,Macarthur,1,camden-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Camden High School,Comprehensive,Year 7 to Year 12,Not Selective,300 Cawdor Rd,1053.6,Camden,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4655 3267,Hume,1961,Qtr 1,January,1,1037,3,No,-34.069741,11,Camden (A),South Western Sydney,Ultimo,150.69563,Yes,4655 2633,2570.00,No,Macarthur,1,camdensth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Camden South Public School,Comprehensive,Kinder to Year 6,Not Selective,Hume Hwy,815,Camden,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4655 3269,Hume,1849,Qtr 4,October,1,1027,4,No,-34.051998,7,Camden (A),South Western Sydney,Ultimo,150.693236,No,4655 8049,2570.00,No,Macarthur,1,camden-p.school@det.nsw.edu.au,Co-Ed,Primary School,Camden Public School,Comprehensive,Kinder to Year 6,Not Selective,John St,295,Camden,
Dharawal,1,Major Cities of Australia,2017,Qtr 3,July,3,No,South Western Sydney,Camden,No,4658 0219,Hume,1977,Qtr 1,January,1,1012,3,No,-34.052603,12,Camden (A),South Western Sydney,Ultimo,150.715295,No,4658 1110,2570.00,No,Macarthur,1,elderslie-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Elderslie High School,Comprehensive,Year 7 to Year 12,Not Selective,48 Hilder Street,955,Elderslie,
